company,total_links,active_months,max_monthly_count,avg_monthly_count,activity_cv,partner_count,hscode_count,fish_hscode_ratio,total_weightkg,total_value_omu,q1_temporal_pattern,q1_pattern_risk,revival_score,dormancy_months,dormancy_weight,has_extended_months,q1_inconsistent,bridge_scope,is_relay_successor,business_mode,isolation_label,anomaly_score,dbscan_cluster,hierarchical_cluster,hierarchical_subcluster,hierarchical_microcluster,cluster_path,cluster_path_3,nearest_company,nearest_similarity,bridge_link_count,bridge_partner_sample,relay_predecessors,sig_iso_anomaly,sig_revival,sig_dormancy,sig_q1_inconsistent,sig_q1_risk,sig_bridge,sig_relay,sig_fish,composite_score,signal_count,confidence_tier,evidence_chain
Scottish Oysters Pic Transport,680,84,22,8.0952,0.6599,84,131,0.0426,69870600.0,0.0,stable,0,3.0,0,1.0,0,0,351,0,general_trader,normal,0.1242,1,0,0,1,C0-S0,C0-S0-T1,Andhra Pradesh   Limited Liability Company Tilapia,0.9589,1,Oceanic Oracle GmbH America,,0.1242,0.03,0.1824,0.0,0.0,0.6243,0.0,0.0426,0.1292,1,LOW,no strong individual signal
-2426,21,7,6,3.0,0.5634,3,4,0.0,364415.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0875,1,4,3,2,C4-S3,C4-S3-T2,-4991,1.0,0,,,0.0875,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1292,1,LOW,no strong individual signal
-12785,35,7,15,5.0,0.8751,1,3,0.0,833770.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0871,1,4,3,0,C4-S3,C4-S3-T0,-4778,0.9998,0,,,0.0871,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1291,1,LOW,no strong individual signal
-21768,23,6,10,3.8333,0.7886,1,1,0.0,684155.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0869,1,4,3,1,C4-S3,C4-S3-T1,-10870,0.9999,0,,,0.0869,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1291,1,LOW,business_mode=short_lived
-10856,21,5,9,4.2,0.6281,1,2,0.0,996515.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0868,1,4,3,1,C4-S3,C4-S3-T1,-12512,0.9999,0,,,0.0868,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1291,1,LOW,business_mode=short_lived
zūn yú Limited Liability Company,89,33,15,2.697,0.9508,15,24,0.618,2203070.0,0.0,bursty,2,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.1438,1,2,0,1,C2-S0,C2-S0-T1,-1556,0.975,0,,,0.1438,0.0,0.1824,0.0,0.6667,0.0,0.0,0.618,0.129,2,LOW,fish HS code ratio=61.8%
-14048,38,6,13,6.3333,0.6801,1,1,0.0,623985.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0865,1,4,3,1,C4-S3,C4-S3-T1,-12786,1.0,0,,,0.0865,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.129,1,LOW,business_mode=short_lived
-16377,20,5,6,4.0,0.4183,1,2,0.0,422010.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0865,1,4,1,1,C4-S1,C4-S1-T1,-2433,0.9999,0,,,0.0865,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.129,1,LOW,business_mode=short_lived
-5285,22,7,8,3.1429,0.71,1,3,0.0,222425.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0865,1,4,3,1,C4-S3,C4-S3-T1,-4942,0.9999,0,,,0.0865,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.129,1,LOW,no strong individual signal
-4375,29,8,6,3.625,0.4124,1,19,0.0,330735.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0863,1,4,1,1,C4-S1,C4-S1-T1,-3949,0.9997,0,,,0.0863,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1289,1,LOW,no strong individual signal
-8666,24,8,5,3.0,0.527,2,3,0.0,534280.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0862,1,4,3,2,C4-S3,C4-S3-T2,-2209,0.9999,0,,,0.0862,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1289,1,LOW,no strong individual signal
East Marine biology NV Marine ecology,69,8,14,8.625,0.5118,1,4,0.0,1276525.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0861,1,4,3,2,C4-S3,C4-S3-T2,-12309,0.9998,0,,,0.0861,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1289,1,LOW,no strong individual signal
-2626,37,5,16,7.4,0.6139,1,1,0.0,175220.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.086,1,4,3,1,C4-S3,C4-S3-T1,-10856,0.9998,0,,,0.086,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1289,1,LOW,business_mode=short_lived
Maharashtra ers Corporation Industrial,7519,84,399,89.5119,1.4353,106,353,0.0061,159918920.0,0.0,general,1,0.0,0,1.0,0,0,0,0,general_trader,normal,0.2986,1,0,0,0,C0-S0,C0-S0-T0,Meghalaya  Marine GmbH & Co. KG Import,0.9682,0,,,0.2986,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0061,0.1288,1,LOW,no strong individual signal
-12786,23,6,7,3.8333,0.6805,1,3,0.0,434085.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0858,1,4,3,1,C4-S3,C4-S3-T1,-14048,1.0,0,,,0.0858,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1288,1,LOW,business_mode=short_lived
-5070,33,11,7,3.0,0.5685,4,8,0.0,365070.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0858,1,4,3,2,C4-S3,C4-S3-T2,AquaBlue Limited Liability Company Holdings,0.9997,0,,,0.0858,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1288,1,LOW,no strong individual signal
-2808,24,8,6,3.0,0.5774,1,3,0.0,1261405.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0856,1,4,3,2,C4-S3,C4-S3-T2,-17458,0.9999,0,,,0.0856,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1288,1,LOW,no strong individual signal
páng xiè S.A. de C.V. Line,10069,84,213,119.869,0.2211,731,759,0.3672,844313890.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,fish_intensive_hub,anomaly,0.376,1,0,2,1,C0-S2,C0-S2-T1,Maharashtra  Ltd. Liability Co Shipping,0.9804,0,,,0.376,0.0,0.1824,0.0,0.0,0.0,0.0,0.3672,0.1287,2,LOW,fish HS code ratio=36.7%
-2071,250,27,69,9.2593,1.6666,5,17,0.0,2647265.0,0.0,bursty,2,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.1922,1,2,1,1,C2-S1,C2-S1-T1,-5221,0.9977,0,,,0.1922,0.0,0.1824,0.0,0.6667,0.0,0.0,0.0,0.1287,1,LOW,no strong individual signal
-3973,34,9,6,3.7778,0.3697,1,3,0.0,2464995.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0848,1,4,1,1,C4-S1,C4-S1-T1,-4455,0.9998,0,,,0.0848,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1286,1,LOW,no strong individual signal
-2393,57,9,14,6.3333,0.6001,1,2,0.0,255170.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0841,1,4,3,1,C4-S3,C4-S3-T1,-5533,0.9999,0,,,0.0841,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1284,1,LOW,no strong individual signal
-5148,40,7,10,5.7143,0.3588,1,5,0.0,257010.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0836,1,4,1,1,C4-S1,C4-S1-T1,-6820,1.0,0,,,0.0836,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1283,1,LOW,no strong individual signal
-2658,54,9,12,6.0,0.5329,2,5,0.0,1026070.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0835,1,4,3,2,C4-S3,C4-S3-T2,-2209,0.9999,0,,,0.0835,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1282,1,LOW,no strong individual signal
-6820,31,7,7,4.4286,0.3592,1,6,0.0,194465.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0833,1,4,1,1,C4-S1,C4-S1-T1,-5148,1.0,0,,,0.0833,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1282,1,LOW,no strong individual signal
-12867,26,6,6,4.3333,0.3689,1,1,0.0,841085.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0829,1,4,1,1,C4-S1,C4-S1-T1,-2655,0.9999,0,,,0.0829,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1281,1,LOW,business_mode=short_lived
-12334,39,10,8,3.9,0.6923,1,1,0.0,357160.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0827,1,4,3,1,C4-S3,C4-S3-T1,-21762,0.9996,0,,,0.0827,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.128,1,LOW,no strong individual signal
-9054,42,11,6,3.8182,0.3499,1,7,0.0,477560.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0827,1,4,1,1,C4-S1,C4-S1-T1,-2204,0.9998,0,,,0.0827,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.128,1,LOW,no strong individual signal
-11233,20,7,6,2.8571,0.6325,1,4,0.0,230265.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0826,1,4,3,1,C4-S3,C4-S3-T1,-12512,0.9999,0,,,0.0826,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.128,1,LOW,no strong individual signal
-4209,66,9,13,7.3333,0.481,1,3,0.0,1023480.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0825,1,4,3,2,C4-S3,C4-S3-T2,-2403,0.9999,0,,,0.0825,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.128,1,LOW,no strong individual signal
-1565,22,5,9,4.4,0.5301,1,5,0.0,113130.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0824,1,4,3,2,C4-S3,C4-S3-T2,-12313,1.0,0,,,0.0824,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.128,1,LOW,business_mode=short_lived
Kong zhong diao yu  Express Charter Boat ,17065,84,927,203.1548,0.6284,151,271,0.0036,1381041090.0,0.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,anomaly,0.4019,1,0,2,2,C0-S2,C0-S2-T2,Playa del Tesoro BV,0.9056,0,,,0.4019,0.0,0.1824,0.0,0.0,0.0,0.0,0.0036,0.1279,1,LOW,no strong individual signal
-2170,28,6,8,4.6667,0.5051,1,17,0.0,135785.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0821,1,4,3,2,C4-S3,C4-S3-T2,-17175,0.9997,0,,,0.0821,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1279,1,LOW,business_mode=short_lived
-5533,40,9,10,4.4444,0.6103,2,2,0.0,245765.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.081,1,4,3,1,C4-S3,C4-S3-T1,-15199,1.0,0,,,0.081,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1276,1,LOW,no strong individual signal
-9999,21,7,6,3.0,0.5634,1,7,0.0,483210.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.081,1,4,3,2,C4-S3,C4-S3-T2,-2426,1.0,0,,,0.081,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1276,1,LOW,no strong individual signal
-2402,36,9,6,4.0,0.3118,1,2,0.0,545240.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0808,1,4,1,1,C4-S1,C4-S1-T1,-2411,1.0,0,,,0.0808,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1276,1,LOW,no strong individual signal
-2411,37,9,6,4.1111,0.3129,1,2,0.0,753625.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0808,1,4,1,1,C4-S1,C4-S1-T1,-2402,1.0,0,,,0.0808,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1276,1,LOW,no strong individual signal
S.A. de C.V. AG,383,52,27,7.3654,0.9949,38,49,0.1253,7290910.0,0.0,stable,0,0.0,0,1.0,0,0,815,0,niche_or_shell,normal,0.1051,1,0,0,0,C0-S0,C0-S0-T0,Ocean Outfitters Limited Liability Company Distribution,0.9322,1,Portuguese Tuna Incorporated Marine,,0.1051,0.0,0.1824,0.0,0.0,0.7138,0.0,0.1253,0.1275,1,LOW,structural bridge: 815 nodes newly reachable via 1 new link(s)
-4991,21,7,6,3.0,0.5634,1,3,0.0,113460.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0807,1,4,3,2,C4-S3,C4-S3-T2,-2426,1.0,0,,,0.0807,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1275,1,LOW,no strong individual signal
-5307,25,8,6,3.125,0.5865,1,7,0.0,164550.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0805,1,4,3,2,C4-S3,C4-S3-T2,-2291,0.9999,0,,,0.0805,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1275,1,LOW,no strong individual signal
-4455,43,8,9,5.375,0.3828,2,11,0.0,520015.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0804,1,4,1,1,C4-S1,C4-S1-T1,-2203,0.9999,0,,,0.0804,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1275,1,LOW,no strong individual signal
-5328,36,7,8,5.1429,0.3017,1,6,0.0,300355.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0803,1,4,1,1,C4-S1,C4-S1-T1,-4740,0.9999,0,,,0.0803,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1274,1,LOW,no strong individual signal
-788,27,6,8,4.5,0.4757,1,2,0.0,2197320.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0803,1,4,3,2,C4-S3,C4-S3-T2,-10470,0.9999,0,,,0.0803,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1274,1,LOW,business_mode=short_lived
-17175,22,5,8,4.4,0.5102,1,2,0.0,574225.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0801,1,4,3,2,C4-S3,C4-S3-T2,-15626,0.9999,0,,,0.0801,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1274,1,LOW,business_mode=short_lived
-21773,43,6,13,7.1667,0.4587,1,12,0.0,397230.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0799,1,4,3,2,C4-S3,C4-S3-T2,-737,0.9997,0,,,0.0799,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1273,1,LOW,business_mode=short_lived
Seaside Summit S.A. de C.V.,896,83,35,10.7952,0.6358,163,207,0.1272,18049895.0,0.0,stable,0,3.0,0,1.0,0,0,264,0,general_trader,normal,0.1214,1,0,0,1,C0-S0,C0-S0-T1,Uttar Pradesh Sea  Company Seafoam,0.9489,1,Mar de Estrellas Incorporated,,0.1214,0.03,0.1824,0.0,0.0,0.594,0.0,0.1272,0.1272,1,LOW,no strong individual signal
-4942,42,8,10,5.25,0.7175,1,3,0.0,805330.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0791,1,4,3,1,C4-S3,C4-S3-T1,-4322,0.9999,0,,,0.0791,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1271,1,LOW,no strong individual signal
-15200,39,7,9,5.5714,0.3304,1,3,0.0,460235.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0789,1,4,1,1,C4-S1,C4-S1-T1,-4950,0.9999,0,,,0.0789,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1271,1,LOW,no strong individual signal
-12309,37,7,9,5.2857,0.5227,2,3,0.0,1288710.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0783,1,4,3,2,C4-S3,C4-S3-T2,-8666,0.9999,0,,,0.0783,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1269,1,LOW,no strong individual signal
-13005,39,6,9,6.5,0.4046,1,1,0.0,414310.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0783,1,4,1,1,C4-S1,C4-S1-T1,-8777,1.0,0,,,0.0783,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1269,1,LOW,business_mode=short_lived
-8777,29,6,8,4.8333,0.4036,1,2,0.0,390770.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0782,1,4,1,1,C4-S1,C4-S1-T1,-13005,1.0,0,,,0.0782,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1269,1,LOW,business_mode=short_lived
-10249,26,5,10,5.2,0.5357,1,1,0.0,503130.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0779,1,4,3,2,C4-S3,C4-S3-T2,-1565,1.0,0,,,0.0779,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1268,1,LOW,business_mode=short_lived
Ocean Oasis SRL Anchor,1787,84,58,21.2738,0.5257,47,37,0.0,20536825.0,0.0,stable,0,3.0,0,1.0,0,0,409,0,general_trader,normal,0.1111,1,0,0,1,C0-S0,C0-S0-T1,LLC Limited Liability Company,0.9763,1,Assam  Market Cargo ship Company Marine conservation,,0.1111,0.03,0.1824,0.0,0.0,0.6405,0.0,0.0,0.1267,1,LOW,no strong individual signal
-12512,31,6,10,5.1667,0.6263,1,2,0.0,606300.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.0774,1,4,3,1,C4-S3,C4-S3-T1,-10856,0.9999,0,,,0.0774,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1267,1,LOW,business_mode=short_lived
-10470,21,6,6,3.5,0.488,1,1,0.0,488755.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,short_lived,normal,0.077,1,4,3,2,C4-S3,C4-S3-T2,-788,0.9999,0,,,0.077,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1266,1,LOW,business_mode=short_lived
-3089,39,11,7,3.5455,0.4865,3,3,0.0,195690.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0762,1,4,3,2,C4-S3,C4-S3-T2,-4310,0.9999,0,,,0.0762,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1264,1,LOW,no strong individual signal
Fisherman's Best Inc Marine,30,17,3,1.7647,0.457,5,8,0.2667,540335.0,0.0,general,1,3.5,0,1.0,0,0,28,0,niche_or_shell,normal,0.0893,1,3,2,1,C3-S2,C3-S2-T1,Caracola del Mar OJSC Marine ecology,0.8594,1,Seaside Sojourns Creek N.V. Transit,,0.0893,0.035,0.1824,0.0,0.3333,0.3585,0.0,0.2667,0.1263,2,LOW,fish HS code ratio=26.7%
-4384,61,11,40,5.5455,2.0071,3,8,0.0,928645.0,0.0,bursty,2,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.1823,1,2,1,1,C2-S1,C2-S1-T1,-5221,0.9977,0,,,0.1823,0.0,0.1824,0.0,0.6667,0.0,0.0,0.0,0.1263,1,LOW,no strong individual signal
-2866,36,8,8,4.5,0.4303,1,2,0.0,297940.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0752,1,4,1,1,C4-S1,C4-S1-T1,-11617,0.9999,0,,,0.0752,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1262,1,LOW,no strong individual signal
-2403,48,9,10,5.3333,0.4921,1,2,0.0,215765.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0744,1,4,3,2,C4-S3,C4-S3-T2,-19975,0.9999,0,,,0.0744,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.126,1,LOW,no strong individual signal
-14077,40,8,10,5.0,0.4472,1,4,0.0,700985.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0743,1,4,1,1,C4-S1,C4-S1-T1,-737,0.9999,0,,,0.0743,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1259,1,LOW,no strong individual signal
Ola del Este Ltd. Corporation,227,29,62,7.8276,1.7465,15,4,0.9956,3976970.0,0.0,general,1,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.2075,1,2,1,1,C2-S1,C2-S1-T1,Diao er  Inc Brackish,0.9907,0,,,0.2075,0.0,0.1824,0.0,0.3333,0.0,0.0,0.9956,0.1258,2,LOW,fish HS code ratio=99.6%
-8459,24,7,7,3.4286,0.5368,1,2,0.0,467755.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0735,1,4,3,2,C4-S3,C4-S3-T2,-2099,1.0,0,,,0.0735,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1257,1,LOW,no strong individual signal
-2011,32,9,8,3.5556,0.6234,1,4,0.0,261150.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0734,1,4,3,1,C4-S3,C4-S3-T1,-5533,0.9999,0,,,0.0734,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1257,1,LOW,no strong individual signal
-4310,34,10,6,3.4,0.4957,1,7,0.0,518600.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0727,1,4,3,2,C4-S3,C4-S3-T2,-2403,0.9999,0,,,0.0727,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1255,1,LOW,no strong individual signal
-2099,27,7,8,3.8571,0.5443,1,5,0.0,52890.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0724,1,4,3,2,C4-S3,C4-S3-T2,-8459,1.0,0,,,0.0724,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1255,1,LOW,no strong individual signal
Náutica del Norte LC,816,84,20,9.7143,0.3909,115,187,0.0784,29624395.0,0.0,stable,0,3.0,0,1.0,0,0,260,0,general_trader,normal,0.1182,1,0,0,2,C0-S0,C0-S0-T2,The Salty Pearl Tsunami Corp Express,0.9669,1,Tide Turners Ltd Transport,,0.1182,0.03,0.1824,0.0,0.0,0.5924,0.0,0.0784,0.1252,1,LOW,no strong individual signal
Océano de Coral S.p.A.,3884,84,379,46.2381,1.7184,21,104,0.0003,68821045.0,0.0,general,1,0.0,0,1.0,0,0,0,0,general_trader,normal,0.2839,1,2,1,1,C2-S1,C2-S1-T1,Samaka Ltd. Corporation Dry dock,0.9935,0,,,0.2839,0.0,0.1824,0.0,0.3333,0.0,0.0,0.0003,0.125,1,LOW,no strong individual signal
Oceanfront Oases Oyj Sea,112,51,7,2.1961,0.6504,20,42,0.0357,256390.0,0.0,stable,0,6.1,0,1.0,0,0,121,0,niche_or_shell,normal,0.1209,1,0,0,1,C0-S0,C0-S0-T1,Irtysh  Dredge A/S Distribution,0.9869,1,Whale Ltd. Liability Co,,0.1209,0.061,0.1824,0.0,0.0,0.5115,0.0,0.0357,0.1247,1,LOW,no strong individual signal
-2209,47,9,9,5.2222,0.5246,1,4,0.0,538620.0,0.0,short_term,3,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.0692,1,4,3,2,C4-S3,C4-S3-T2,-2658,0.9999,0,,,0.0692,0.0,0.1824,0.0,1.0,0.0,0.0,0.0,0.1247,1,LOW,no strong individual signal
Kong zhong diao yu  AG Transport,14580,84,334,173.5714,0.5036,175,410,0.0023,375676395.0,2058640.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,anomaly,0.3885,1,0,2,2,C0-S2,C0-S2-T2,bǐ mù yú Ltd. Corporation,0.9187,0,,,0.3885,0.0,0.1824,0.0,0.0,0.0,0.0,0.0023,0.1245,1,LOW,no strong individual signal
Icelandic Shrimp A/S ship,23,12,10,1.9167,1.2861,4,4,0.3478,117080.0,0.0,bursty,2,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.1463,1,3,3,0,C3-S3,C3-S3-T0,Atlántico Sur S.A. de C.V. Solutions,0.9654,0,,,0.1463,0.0,0.1824,0.0,0.6667,0.0,0.0,0.3478,0.1242,2,LOW,fish HS code ratio=34.8%
-6,694,84,25,8.2619,0.5503,120,154,0.3343,31043365.0,0.0,stable,0,3.0,0,1.0,0,0,121,0,fish_network_expander,normal,0.1262,1,0,0,1,C0-S0,C0-S0-T1,Uttar Pradesh Sea  Company Seafoam,0.9775,1,Ianira Starfish Sagl Import,,0.1262,0.03,0.1824,0.0,0.0,0.5115,0.0,0.3343,0.1242,2,LOW,fish HS code ratio=33.4%
-37,2672,84,94,31.8095,0.5681,10,21,0.0142,655931315.0,0.0,stable,0,6.0,0,1.0,0,0,37,0,general_trader,normal,0.171,1,0,0,1,C0-S0,C0-S0-T1,Marine Masterminds Sp Solutions,0.8699,1,Ola de la Costa SE Forwading,,0.171,0.06,0.1824,0.0,0.0,0.3873,0.0,0.0142,0.1241,1,LOW,no strong individual signal
Shou gan  Sagl Mudflat,2722,81,139,33.6049,0.9627,77,66,0.971,78939580.0,1301910.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,normal,0.3053,1,2,3,0,C2-S3,C2-S3-T0,Brisa Marina CJSC Bonito,0.9525,0,,,0.3053,0.0,0.1824,0.0,0.0,0.0,0.0,0.971,0.1231,2,LOW,fish HS code ratio=97.1%
Andhra Pradesh  Sp Worldwide,219,25,52,8.76,1.4134,42,91,0.0,3288155.0,0.0,bursty,2,0.0,0,1.0,0,0,0,0,niche_or_shell,normal,0.1686,1,3,3,0,C3-S3,C3-S3-T0,-2053,0.9913,0,,,0.1686,0.0,0.1824,0.0,0.6667,0.0,0.0,0.0,0.1228,1,LOW,no strong individual signal
Spanish Anchovy CJSC Marine,10039,84,202,119.5119,0.2406,477,748,0.0745,379352215.0,1190175.0,stable,0,0.0,0,1.0,0,0,0,0,general_trader,anomaly,0.3754,1,0,2,2,C0-S2,C0-S2-T2,Portuguese Tuna A/S Cargo,0.9711,0,,,0.3754,0.0,0.1824,0.0,0.0,0.0,0.0,0.0745,0.1227,1,LOW,no strong individual signal
Coral del Sur Ltd. Corporation Investment,10070,84,171,119.881,0.199,262,604,0.0306,188117070.0,0.0,stable,0,0.0,0,1.0,0,0,46,0,general_trader,normal,0.2144,1,0,2,2,C0-S2,C0-S2-T2,Kilimajaro Slopes   Oceanfront AB Overseas,0.9916,2,Náutica del Sol A/S;The Sea Turtle AB,,0.2144,0.0,0.1824,0.0,0.0,0.4099,0.0,0.0306,0.1226,1,LOW,no strong individual signal
