company_a,company_b,relationship_pattern,confidence,month_overlap_count,month_overlap_jaccard,shared_partner_count,shared_partner_jaccard,gap_months,a_first_month,a_last_month,b_first_month,b_last_month,a_active_months,b_active_months,a_temporal_pattern,b_temporal_pattern,overlap_month_sample
Lake Chad  Marine conservation,Norwegian Salmon ОАО Express,synchronous,0.681,84,1.0,4,0.2033,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Chuan gou  N.V. Delivery,Daniel Ferry N.V. Transit,synchronous,0.681,84,1.0,3,0.2018,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Chad  Marine conservation,Mar y Luna GmbH,synchronous,0.681,84,1.0,4,0.2017,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barco de Plata N.V.,Nautical Navigators Limited Liability Company Holdings,synchronous,0.681,84,1.0,2,0.2015,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Saltwater Supreme Pelican Ltd Enterprises,Selous Game Reserve  S.A. de C.V.,synchronous,0.68,84,1.0,180,0.2008,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Pao gan LC Freight ,Pao gan SE Seal,synchronous,0.68,84,1.0,200,0.1992,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Oyj &,Rift Valley fishery Inc,synchronous,0.68,84,1.0,135,0.199,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Chuan gou  N.V. Delivery,Oceanfront Oases Co Shipping,synchronous,0.68,84,1.0,2,0.2,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Anchor Pic Export,Maharashtra ers Incorporated Express,synchronous,0.68,84,1.0,50,0.1998,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Madagascar   Ltd. Corporation Express,Ola de la Costa N.V.,synchronous,0.68,84,1.0,29,0.1989,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,Limited Liability Company GmbH,synchronous,0.68,84,1.0,178,0.199,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa de la Felicidad Shipping,Saltwater Supreme Pelican Ltd Enterprises,synchronous,0.68,84,1.0,269,0.1988,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Pao gan LC Freight ,Selous Game Reserve  S.A. de C.V.,synchronous,0.68,84,1.0,172,0.2005,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,Saltwater Supreme ОАО Forwading,synchronous,0.68,84,1.0,158,0.2011,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,Mar del Este CJSC,synchronous,0.68,84,1.0,402,0.199,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kong zhong diao yu  Ges.m.b.H.,Océano de Coral Corporation Express,synchronous,0.68,84,1.0,222,0.199,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Snapper,Kong zhong diao yu  Ges.m.b.H.,synchronous,0.68,84,1.0,157,0.1993,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Snapper,Sailors and Surfers Incorporated Enterprises,synchronous,0.68,84,1.0,260,0.2007,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kong zhong diao yu  Ges.m.b.H.,Olas del Mar Worldwide,synchronous,0.68,84,1.0,177,0.2002,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa de la Felicidad Shipping,Yu xian  SRL Industrial,synchronous,0.68,84,1.0,301,0.2011,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Jharkhand  Ltd. Liability Co Worldwide,Uttar Pradesh s AG,synchronous,0.68,84,1.0,54,0.1997,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
AquaBite Pelican Incorporated Transport,Indian Ocean Harvesters S.A. de C.V. Consultants,synchronous,0.68,84,1.0,39,0.2006,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueWaterBites GmbH & Co. KG Export,Uttar Pradesh s AG,synchronous,0.68,84,1.0,62,0.1989,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Maharashtra ers Incorporated Express,River Gambia  Brine Pic Express,synchronous,0.68,84,1.0,49,0.2012,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Aqua Gourmet GmbH & Co. KG United,Northeast Sea S.p.A. Marine,synchronous,0.68,84,1.0,34,0.1997,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Madagascar   Ltd. Corporation Express,River Gambia  Brine Pic Express,synchronous,0.68,84,1.0,23,0.1991,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Belgian Shrimps - Company Brothers,Selkie Ltd. Liability Co,synchronous,0.68,84,1.0,43,0.199,,2028-01,2034-12,2028-01,2034-12,84,84,general,general,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Anchor Pic Export,Indian Ocean Harvesters S.A. de C.V. Consultants,synchronous,0.68,84,1.0,38,0.2002,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s SRL,French Hake Cargo ship Sagl Services,synchronous,0.68,84,1.0,43,0.2004,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
AquaBite Pelican Incorporated Transport,Coastal Cruisers GmbH Logistics,synchronous,0.68,84,1.0,56,0.1991,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Cruisers GmbH Logistics,Maharashtra ers Incorporated Express,synchronous,0.68,84,1.0,56,0.1988,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Nakuru  Kga Logistics,River Gambia  Brine Pic Express,synchronous,0.68,84,1.0,44,0.2009,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
French Crab Pic Marine conservation,hǎi mǎ Ltd. Liability Co Barracuda,synchronous,0.68,84,1.0,9,0.1989,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueWaterBites GmbH & Co. KG Export,Northeast Sea S.p.A. Marine,synchronous,0.68,84,1.0,49,0.2007,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Nasser  Freight  Seal,xiǎo lóng xiā LC,synchronous,0.68,84,1.0,4,0.2009,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Northeast Sea S.p.A. Marine,synchronous,0.68,84,1.0,29,0.2012,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Bounty Pic Transport,Madagascar   Ltd. Corporation Express,synchronous,0.68,84,1.0,15,0.201,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Orange River   GmbH & Co. KG Shipping,Saltwater Sisters Inc Seafaring,synchronous,0.68,84,1.0,25,0.2006,,2028-01,2034-12,2028-01,2034-12,84,84,stable,general,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Jammu & Kashmir  AB Consultants,Zambezi Valley  Marine biology,synchronous,0.68,84,1.0,2,0.2006,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Neva  Flounder GmbH Freight ,Playa del Sol Oyj Marine biology,synchronous,0.68,83,0.9881,5,0.2167,,2028-01,2034-12,2028-01,2034-12,83,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arena del Sol Pic,Dutch Mussels Tidepool ОАО Express,synchronous,0.68,83,0.9881,2,0.2167,,2028-01,2034-12,2028-01,2034-12,83,84,general,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa de la Felicidad Shipping,Pao gan LC Freight ,synchronous,0.679,84,1.0,271,0.1982,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Costa de la Felicidad Shipping,Turkish Sword S.A. de C.V. Trout,synchronous,0.679,84,1.0,285,0.1975,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Olas del Mar Worldwide,Rift Valley fishery Inc,synchronous,0.679,84,1.0,138,0.198,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Rift Valley fishery Inc,Uttarakhand  Market Limited Liability Company Nautical,synchronous,0.679,84,1.0,135,0.1982,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Madagascar   Ltd. Corporation Express,Northeast Sea S.p.A. Marine,synchronous,0.679,84,1.0,19,0.1967,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Oceanfront Oases Co Shipping,Oceanfront Oasis Company Green ,synchronous,0.679,84,1.0,3,0.197,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Oceanfront Oasis Company Green ,Perla del Mar Deep-sea,synchronous,0.679,84,1.0,4,0.1987,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Pao gan LC Freight ,Saltwater Supreme Pelican Ltd Enterprises,synchronous,0.679,84,1.0,103,0.1985,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,Costa de la Felicidad Shipping,synchronous,0.679,84,1.0,289,0.1968,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,Selous Game Reserve  S.A. de C.V.,synchronous,0.679,84,1.0,180,0.1986,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Best Marine conservation,Sailors and Surfers Incorporated Enterprises,synchronous,0.679,84,1.0,248,0.1982,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Best Marine conservation,Saltwater Supreme ОАО Forwading,synchronous,0.679,84,1.0,136,0.1968,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Oyj &,Pao gan SE Seal,synchronous,0.679,84,1.0,214,0.1975,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Oyj &,Saltwater Supreme ОАО Forwading,synchronous,0.679,84,1.0,153,0.1966,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kong zhong diao yu  Ges.m.b.H.,Sea Breeze Sagl Oceanfront,synchronous,0.679,84,1.0,168,0.1966,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Oyj &,Selous Game Reserve  S.A. de C.V.,synchronous,0.679,84,1.0,193,0.1987,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,Coral Cove BV Delivery,synchronous,0.679,84,1.0,188,0.197,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coral Cove BV Delivery,Fisherman's Best Marine conservation,synchronous,0.679,84,1.0,177,0.1986,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kong zhong diao yu  Ges.m.b.H.,Turkish Sword S.A. de C.V. Trout,synchronous,0.679,84,1.0,165,0.1973,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Snapper,lú yú GmbH & Co. KG,synchronous,0.679,84,1.0,87,0.1963,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Indian Ocean Harvesters S.A. de C.V. Consultants,Northeast Sea S.p.A. Marine,synchronous,0.679,84,1.0,37,0.1986,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueWaterBites GmbH & Co. KG Export,Tshikwea Ltd. Liability Co,synchronous,0.679,84,1.0,47,0.1967,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Snapper,Saltwater Supreme Pelican Ltd Enterprises,synchronous,0.679,84,1.0,107,0.1979,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s SRL,Gujarat  S.A. de C.V.,synchronous,0.679,84,1.0,48,0.198,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,Jammu Ltd. Liability Co,synchronous,0.679,84,1.0,25,0.1982,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,River Gambia  Brine Pic Express,synchronous,0.679,84,1.0,28,0.1979,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,Ola de la Costa N.V.,synchronous,0.679,84,1.0,38,0.1976,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Ola de la Costa N.V.,River Gambia  Brine Pic Express,synchronous,0.679,84,1.0,43,0.1973,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueWaterBites GmbH & Co. KG Export,River Gambia  Brine Pic Express,synchronous,0.679,84,1.0,49,0.1983,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Ola del Mar S.A. de C.V.,synchronous,0.679,84,1.0,15,0.1983,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod CJSC Export,Uttar Pradesh s AG,synchronous,0.679,84,1.0,87,0.197,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Cruisers GmbH Logistics,Jammu Ltd. Liability Co,synchronous,0.679,84,1.0,48,0.1974,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
AquaBite Pelican Incorporated Transport,Tshikwea Ltd. Liability Co,synchronous,0.679,84,1.0,45,0.1987,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Orange River Mouth   Sashimi Ges.m.b.H. Freight ,synchronous,0.679,84,1.0,14,0.1969,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Zale Limited Liability Company,bái suō wěn lú International,synchronous,0.679,79,0.9405,32,0.2863,,2028-01,2034-12,2028-01,2034-12,80,83,general,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Niger River Delta  Sagl Services,Saltwater Supreme A/S Shipping,synchronous,0.679,84,1.0,9,0.1983,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Anchor Pic Export,River Gambia  Brine Pic Express,synchronous,0.679,84,1.0,37,0.1968,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Sea Breezes N.V. Canal,synchronous,0.679,84,1.0,21,0.1981,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Cruisers GmbH Logistics,Indian Ocean Harvesters S.A. de C.V. Consultants,synchronous,0.679,84,1.0,45,0.1979,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Mar de Estrellas Incorporated,Turkish Salmon Ltd. Liability Co Transit,synchronous,0.679,84,1.0,7,0.1987,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Dry Creek Pic Marine biology,Saltwater Sisters Inc Seafaring,synchronous,0.679,84,1.0,14,0.1976,,2028-01,2034-12,2028-01,2034-12,84,84,stable,general,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Olas del Mar Worldwide,Sailors and Surfers Incorporated Enterprises,synchronous,0.678,84,1.0,265,0.1941,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Pao gan SE Seal,Saltwater Supreme Pelican Ltd Enterprises,synchronous,0.678,84,1.0,198,0.1951,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Jharkhand  Ltd. Liability Co Worldwide,Maharashtra ers Incorporated Express,synchronous,0.678,84,1.0,54,0.1948,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,Caracola Azul Oyj &,synchronous,0.678,84,1.0,118,0.1949,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barco de Plata Corp,Rift Valley fishery Inc,synchronous,0.678,84,1.0,117,0.1944,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Nazhivka & A/S Transport,Rift Valley fishery Inc,synchronous,0.678,84,1.0,112,0.1956,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Snapper,Océano de Coral Corporation Express,synchronous,0.678,84,1.0,162,0.1957,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Kilimanjaro fishery Ltd. Corporation Carriers,Portuguese Tuna Bonito Kga Consultants,synchronous,0.678,80,0.9524,130,0.2676,,2028-01,2034-12,2028-01,2034-12,80,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Caracola Azul Ltd. Corporation,Rift Valley fishery Inc,synchronous,0.678,84,1.0,133,0.1952,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Pao gan SE Seal,Yu xian  SRL Industrial,synchronous,0.678,84,1.0,212,0.1953,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Black Sea Tuna Snapper,Caracola Azul Ltd. Corporation,synchronous,0.678,84,1.0,103,0.195,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Ola de la Costa N.V.,Uttar Pradesh s AG,synchronous,0.678,84,1.0,49,0.195,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Rift Valley fishery Inc,Saltwater Supreme Pelican Ltd Enterprises,synchronous,0.678,84,1.0,121,0.194,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Lake Nakuru  Kga Logistics,synchronous,0.678,84,1.0,35,0.1945,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Indian Ocean Harvesters S.A. de C.V. Consultants,Saltwater Solitude Company Worldwide,synchronous,0.678,84,1.0,32,0.1946,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
North Atlantic  BV Transit,Tshikwea Ltd. Liability Co,synchronous,0.678,84,1.0,49,0.1945,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod CJSC Export,Indian Ocean Harvesters S.A. de C.V. Consultants,synchronous,0.678,84,1.0,73,0.1946,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod CJSC Export,Tshikwea Ltd. Liability Co,synchronous,0.678,84,1.0,73,0.1959,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s SRL,Portuguese Tuna Bonito Kga Consultants,synchronous,0.678,84,1.0,47,0.1949,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
AquaBite Pelican Incorporated Transport,Northeast Sea S.p.A. Marine,synchronous,0.678,84,1.0,41,0.1952,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
River Gambia  Brine Pic Express,Tshikwea Ltd. Liability Co,synchronous,0.678,84,1.0,40,0.1955,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueWaterBites GmbH & Co. KG Export,Jammu Ltd. Liability Co,synchronous,0.678,84,1.0,49,0.1956,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Barents Sea Cod Corp Marine,Lake Nasser  Freight  Seal,synchronous,0.678,84,1.0,10,0.1945,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Madagascar   Ltd. Corporation Express,Uttar Pradesh s AG,synchronous,0.678,84,1.0,36,0.1948,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Fisherman's Bounty Pic Transport,Ola de la Costa N.V.,synchronous,0.678,84,1.0,33,0.1938,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
AquaBite Pelican Incorporated Transport,BlueWaterBites GmbH & Co. KG Export,synchronous,0.678,84,1.0,54,0.1943,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Jammu Ltd. Liability Co,River Gambia  Brine Pic Express,synchronous,0.678,84,1.0,31,0.1952,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
BlueWaterBites GmbH & Co. KG Export,Maharashtra ers Incorporated Express,synchronous,0.678,84,1.0,68,0.1962,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Madagascar   Ltd. Corporation Express,Saltwater Solitude Company Worldwide,synchronous,0.678,84,1.0,14,0.1951,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Arunachal Pradesh s Company,Northeast Sea S.p.A. Marine,synchronous,0.678,84,1.0,23,0.1938,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Horizon Co Distribution,Orange River Mouth   Sashimi Ges.m.b.H. Freight ,synchronous,0.678,84,1.0,15,0.1945,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Atlántico Sur Cargo ship,Perla del Mar Co,synchronous,0.678,84,1.0,12,0.1952,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Coastal Castaway Anchor Pic Export,Saltwater Solitude Company Worldwide,synchronous,0.678,84,1.0,24,0.1943,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Lake Motoso  Sagl Brothers,Lake Motoso  Sea spray,synchronous,0.678,84,1.0,3,0.1962,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Playa de Arena OJSC Express,Tripura  Market S.A. de C.V.,synchronous,0.678,84,1.0,2,0.1959,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Orange River Mouth   Sashimi Ges.m.b.H. Freight ,Saltwater Supreme A/S Shipping,synchronous,0.678,84,1.0,11,0.1939,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
Blue Water Ventures Investment,Coastal Castaway Anchor Pic Export,synchronous,0.678,84,1.0,19,0.1957,,2028-01,2034-12,2028-01,2034-12,84,84,stable,stable,2028-01;2028-02;2028-03;2028-04;2028-05;2028-06
